LSR_GOODS_CD,LSR_GOODS_NM,GOODS_GUID_CN
53224,[경남 하동] 섬진강 카누클럽,"섬진강을 가르지르며 자연을 만나러 가는 길, 섬진강 카누입니다. 유유자적 섬진강에서 노를 저으며 여유로운 시간을 가져보세요. 쉽고 안전하게 카누를 즐길 수 있는 다양한 코스와 우수한 강사진들로 이루어져 안전하게 즐길 수 있답니다."
53237,[특가★] 동대문 라뜰리에 커플권 1+1,
53238,[대구 달성] 대구 네이처파크 연간권,
53245,[경북 경주] 한국대중음악박물관,"* 한국대중음악박물관은 KPOP 100년사가 살아 숨쉬는 곳으로 대한민국에서 최초로 유성 음반부터 현재까지의 음반을 상설 및 기획전시 하고 있습니다. * 층당 330평 규모의 총 3개층을 운영하고 있으며 테마별 전시관과 다양한 주제의 음반과 관련된 기획전시가 진행되고 있습니다. * KPOP과 오디오백년사를 메인 전시물로 배치하여 대한민국 대중음악의 보고로서의 역할을 다하기 위해 다양한 프로그램을 상설 운영하고 있습니다, * CNN에서 선정한 ""한국에서 꼭 가봐야 할 곳""으로 선정된 다양한 대중음악의 정보와 볼거리를 즐길 수 있는 공간으로 구성되어 있습니다."
53250,[서울 용산] 남산타워 라이언치즈볼 어드벤처,
53251,[대구 달서] 이월드 연간회원권 4월,환상의 나라 이월드로 !
53252,[대구 달서] 이월드 83타워 전망대&아이스링크 4월,대구의 랜드마크! 이월드 83타워에서 행복한 추억을 만들어보세요~!
53253,[경기 용인] 에버랜드 종일/오후/야간권(~5/31),
53254,[인천 중구] 파라다이스시티 씨메르 찜질스파이용권 (5/2~5/31),
53255,[인천 중구] 파라다이스시티 씨메르 아쿠아스파이용권 (5/2~5/31),
53257,"[경기 용인] 로만바스 이용권 (4,5월)",
53258,[전남 여수] 아쿠아플라넷 여수점 오후권(AFTER4),
53279,[경북 경주] 경주월드 자유이용권(3~4인권),
53282,[경북 경주] 경주월드 자유이용권 : 4월,
53301,[서울 관악] 셜록홈즈 방탈출 신림1호점,
53308,[경기 화성] 화성투어패스 + 전곡항 유람선 (대성 해운) PKG,*코로나 19 영향으로 휴관하는 업장이 있을수 있습니다.  운영 여부 확인 후 구매 부탁드립니다.*
53309,"[경기 용인] 에버랜드 2,3인권+카피바라 인형 1개 무료(4/1~4/30)",
53310,에버랜드 종일/오후권+츄러스 1개 무료(~5/31),
53311,[서울 삼성] 코엑스 아쿠아리움 2020 4월,
53509,[서울 마포] 풋볼 팬타지움 4월,
53512,[강원 삼척] 삼척투어패스 (환선굴 외 3곳),*코로나 19 영향으로 휴관하는 업장이 있을수 있습니다. 운영 여부 확인 후 구매 부탁드립니다.*
53513,[경기 부천] 플레이아쿠아리움입장권+유아용워크북PKG,
53514,[서울 잠실] 롯데월드 어드벤처 종합이용권 4월,
53515,[서울 마포] 뷰티인사이드전,
53516,[경기 여주] 여주투어패스 (쎈토이 박물관 외 4곳) (+황후의뜰),*코로나 19 영향으로 휴관하는 업장이 있을수 있습니다. 운영 여부 확인 후 구매 부탁드립니다.*
53517,[서울 남산] N서울타워 전망대 봄 패키지,
53518,[대구 달성] 에코테마파크 대구숲 입장권 4월,"자연 속에 위치한 체험형 힐링공간, 에코테마파크 대구숲! 도심 속 거대한 숲에서 산책과 휴식을 하며 힐링타임을 가져보세요. 자연의 소리와 아이들 웃음소리, 그리고 맑은 공기와 깨끗한 경관으로 일상 속에서 지친 현대인들을 위한 쉼터가 되어 드립니다. 아이들에게는 자연친화적인 놀이공간, 연인들에게는 낭만적인 데이트장소,  가족들에게는 평화로운 나들이 장소로! 소중한 사람과의 잊지 못할 추억을 에코테마파크 대구숲에서 만들어보세요!"
53519,[경기 여주] 여주투어패스+여주도예촌 도자기체험 PKG,*코로나 19 영향으로 휴관하는 업장이 있을수 있습니다. 운영 여부 확인 후 구매 부탁드립니다.*  여주투어패스와 여주 하면 떠오르는 도자기 만들기 체험이 결합 된 상품
53523,[서울 송파] 롯데월드 아쿠아리움 연간이용권 4월,
53524,[대구 달성] 대구 네이처파크 카페음료PKG,
53555,[서울 송파] 롯데월드 어드벤처 패밀리권 4월,
53559,[강원 삼척] 삼척투어패스 + 해상케이블카 [주중권],* 코로나 19로 인한 단축운영 (단축운영종료 시점은 추후공지) * 해상케이블카 운행시간 변경안내 10:00~17:00 (매표마감:16:30)
53563,[경기 일산] 아쿠아플라넷 일산 주말입장권,
53564,[서울 송파] 롯데월드 어드벤처 TGIF PKG 4월,
53565,[경기 일산] 아쿠아플라넷 일산 평일입장권,
53566,[경기 이천] 별빛정원우주 4월,"세상에 없던 빛의 파라노마, 상공에서 즐기는 이색 티타임!"
53567,[서울 중구] DDP 디자인놀이터 디키디키 DIKIDIKI,어린이 감각 놀이터 디키디키!
53571,[강원 평창] 알펜시아 오션700 ★가족형얼리버드 특가,알펜시아에 왔다면 오션700을 그냥 지나치면 안되죠~!  다양한 어트랙션으로 스트레스도 풀고 힐링할 수 있는 곳!  즐거움이 가득찬 알펜시아 오션700으로 다같이 떠나보실래요?
53574,[서울 중구] 동대문 라뜰리에 _4월,
53575,[전국] 12개점 코코몽키즈랜드 키즈카페 4월 이용권★,
53576,[제주 서귀포] 제주 빛의벙커 : 반고흐(4~5월),
53577,[★선착순특가] 에버랜드 얼리버드 이용권(~6/30),
53578,[경기 용인] 에버랜드 2/3인권+닭꼬치 1개 무료(4/1~4/30),
53579,[서울 은평] 롯데월드 언더씨킹덤 : 4월,
53581,[경기 부천] 플레이아쿠아리움 + 플랜디키즈카페,
53582,[경북 경주] 경주 보문 자전거&킥보드 투어,
53583,[경남 양산] 통도 환타지아 자유이용권 4월,
53584,[서울 송파] 롯데월드 아쿠아리움 입장권,
53585,[광주 동구] 광주 하이롤,
53590,[경기 용인] 에버랜드+플라이스테이션 패키지★,
53594,[경남 김해] 장유스파랜드(구.온천랜드),
53595,[경기 부천] 부천플레이아쿠아리움+아쿠아캔들 패키지,
53603,[경기 가평] 이시스 수상레저,
53606,[경기 가평] 모리하우스 PKG (숙박+짚라인+픽업),
53609,[경기 가평] 가평1등 수상레저(숙박+수상레저),
53612,[경기 가평] 뷰티풀펜션 PKG(숙박+짚라인+픽업),
53617,[경기 가평] 스테이펜션 PKG(숙박+짚라인+픽업),
53618,[경기 가평] 모리하우스 PKG(숙박+ATV+픽업),
53619,[경기 용인] 에버랜드 2인권+블랙음료 1잔 증정(4/4~4/30),
53620,[경기 가평] 가평스테이펜션(숙박+ATV),
53621,[경주] 또봇정크아트(경주엑스포통합이용권 포함),
53622,[경기 가평] 멀리가는향기 PKG(숙박+ATV+픽업),
53624,[경기 가평] 남이섬전원마을 PKG(숙박+ATV+픽업),
53625,[경기 가평] 소리소 PKG(숙박+ATV+픽업),
53626,[경기 가평] 소풍펜션 PKG(숙박+ATV),
53627,[경기 가평] 리버웍 PKG(숙박+ATV+픽업),
53628,[경기 가평] 나비드 수상레저(숙박+수상레저),
53629,[경기 가평] 우리들펜션 PKG(숙박+ATV),
53630,[경기 가평] 아모르루시 캠프와이 수상레저,
53631,[경기 가평] 여행하기좋은날 PKG(숙박+ATV),
53632,[야놀자X강원도]휘바핀란드 입장권,"자연 친화적인 환경으로 아이들과 함께 즐길 수 있는 휘바 핀란드! 동물 먹이주기, 여러 만들기 체험 등 다양한 활동으로 우리 아이의 호기심 자극!"
53633,[야놀자X강원도] 영월투어패스,"* 코로나 19 영향으로 휴관하는 업장이 있을수 있습니다. * 운영 여부 확인 후 구매 부탁드립니다.  영월을 대표하는 명승지 영월10경과 역사와 체험이 가득한 박물관, 전시관을 이용할 수 있는  영월투어패스로 역사와 문화, 자연이 살아 숨 쉬는 영월로 떠나자!"
53634,[야놀자X강원도] 홍천 알파카월드,
53635,[단독특가]★ 휘닉스평창 객실+워터파크 세트권,
53636,[야놀자X강원도] 평창 숲속의동화,
53637,[야놀자X강원도] 삼척투어패스,*코로나 19 영향으로 휴관하는 업장이 있을수 있습니다. 운영 여부 확인 후 구매 부탁드립니다.*  ★ 강원종합박물관 - 코로나 19 영향으로 2/26 부터 휴장 ★ [재개장은 추후 공지] - 구매시 참고 부탁드립니다.
53638,[야놀자X강원도] 얼라이브하트 + 다이나믹 메이즈 에피소드2,
53639,[경기 용인] 에버랜드 종일/오후/야간권(~5/31),
53640,[야놀자X강원도] 하슬라 아트월드 : 이색전시,"알쓸신잡 강릉편에서 방영된 하슬라아트뮤지엄.  이곳은 현대미술과 피노키오를 주제로 한 예술 작품을 만날 수 있는데요. 꼭두각시 인형으로 알려진 마리오네트와 아이들을 위한 반응형 전시물까지 볼거리가 다양해요. 특히, 전시 관람 후 만나는 탁 트인 동해바다. 마치 그림같이 펼쳐지는 이곳에서 잊지 못할 추억을 만들어보세요."
53641,[테스트 딜] 테스트딜,
53642,[야놀자X강원도] 정선평창투어패스,*코로나 19 영향으로 휴관하는 업장이 있을수 있습니다. 운영 여부 확인 후 구매 부탁드립니다.*
53643,[야놀자X강원도] 강촌레저클럽,
53644,[경기 용인] 에버랜드 종일/오후권+츄러스 1개 무료(~5/31),
53645,[야놀자X강원도] 춘천 의암호 물레길카누,복잡한 일상에서 벗어나 카누 체험으로 힐링 시간을 가져보시는건 어떠세요? 청정 자연속에서 여유로운 시간을 가짐으로써 진정한 힐링을 느낄 수 있을거에요. 춘천 의암호 물레길에서 낭만과 아름다운 풍경에 푹 빠져보세요~
53646,[야놀자X강원도] 평창 조나단 패러 글라이딩,복잡한 일상에서 벗어나 카누 체험으로 힐링 시간을 가져보시는건 어떠세요? 청정 자연속에서 여유로운 시간을 가짐으로써 진정한 힐링을 느낄 수 있을거에요. 춘천 의암호 물레길에서 낭만과 아름다운 풍경에 푹 빠져보세요~
53879,[전북]전북투어패스 T-money 1일권,
53880,[경북 포항] 요트데이 요트투어,요트투어! 야경투어! 요트데이와 함께
53881,[전북] 전북투어패스 1일권 (24시간),
53882,[전북] 전북투어패스 2일권 (48시간),
53883,[전북] 전북투어패스 3일권,
53884,[전북] 전북투어패스 무주반디여행권 (24시간),
53885,[야놀자X강원도] 평창 대관령 양떼목장,
53886,[부산 해운대] 써피써피 서핑강습&대여,
53887,[전북 군산] 전북투어패스 군산시간여행권,
53888,[전북 전주] 전북투어패스 남원춘향사랑권,
53889,[서울 용산] 드래곤힐스파,
53890,[전북 전주] 전북투어패스 한옥마을권,
53891,[서울 코엑스] 2020 서울국제주류박람회,
53892,"[서울 강서] 네온사인 무드등 체험공방, 원데이 클래스",
53895,[★방탈출특가]넥스트에디션 10개지점 균일특가,"리얼한 게임 속, 한편의 영화같은 스토리 넥스트에디션 방탈출 카페"
53896,[★선착순특가] 서울랜드 종일권 야놀자 단독특가,
53897,[★단독특가] 서울랜드 종일권,
53903,[경남 통영] 스카이라인 루지 통영,
53910,[추가할인★] 에버랜드 종일권(~4/30),
53915,[울산 북구] 리틀히어로키즈카페 울산점 : 4월,
53916,★방탈출특가★셜록홈즈 방탈출 강남2호점,
53919,[경남 김해] 가야테마파크,
53920,[경북 경주] 히어로 플레이파크 경주점 4월,
53921,[전남 여수] 조이요트 투어,
53922,누구나특가★경주월드 자유이용권,
53923,[★선착순특가]경주월드 자유이용권,
53924,★방탈출특가[전국7개지점]이스케이프탑 방탈출,
53925,[서울 종로] 경복궁 해와달 한복대여 1+1이벤트,
53926,[부산 명지] 히어로 플레이파크 명지점 4월,
53927,★방탈출특가★건대 케이이스케이프,식상한 데이트는 그만! 상상 그 이상의 두뇌게임을 만나보세요. 스릴만점 다양한 게임들로 구성되어 있어 시간 가는 줄 모르고 즐길 수 있어요.
53928,[경남 양산] 리틀히어로ZOO 양산점 4월,
53929,[경기 고양] 고양 히어로스포츠파크 : 4월,
53930,★방탈출특가★ESC : 방탈출카페 - 홍대점,"남녀노소 요즘 대세인 방탈출카페! 이색 데이트 장소로도 인기만점인데요. 60분 동안 모든 상상력과 추리력을 동원해 퀴즈를 풀어 방을 탈출해야하는 미션을 수행해야 합니다!  오싹하고 짜릿한 다양한 테마들로 구성되어 있어, 취향에 따라 선택 가능! 심장 쫄리는 긴장감과 몰입감을 제대로 느껴보세요!"
53931,[경남 양산] 히어로스포츠파크 4월,
53932,[경기 고양] 히어로키즈파크 일산점_4월,
53933,[경기 화성] 히어로키즈파크 동탄점 4월,
53934,[경기 용인] 에버랜드 종일권+Q-PASS 1종(4/11~4/30)★,
53935,[경북 경주] 양남카트체험장,
53936,★방탈출특가★홍대 브레이크아웃이스케이프 방탈출,
53937,[인천 중구] 원더박스 주중 자유이용권 : 5월,밤의 테마파크 파라다이스시티 원더박스!
53938,[강원 인제] 인제 짚트랙 야놀자X강원도 프로모션,초고속으로 만나는 자연의 바람! 양편의 나무 또는 지주대 사이로 튼튼한 와이어를 설치하여  반대편으로 이동하는 공중 레저! 자신의 한계에 도전해보세요.
53939,양양 38서프 _ 야놀자x강원도 프로모션,
53940,[인천 중구]  파라다이스시티 씨메르 찜질스파이용권 (6/1~6/30),
53941,[서울 송파] 롯데월드 아쿠아리움 연간이용권 4월,
53942,[경기 고양] 쥬라리움 일산점,
53943,[야놀자x강원도특가] 커피커퍼 경포점,
53944,[서울 강동] 피크닉 109 광나루점,이번 여름 피크닉 광나루에서 즐겨보자~!!
53945,[인천 중구] 씨메르 아쿠아스파이용권 (6/1~6/30),
53946,[인천 중구] [6월] 원더박스 주중 자유이용권 (6/1~6/30),밤의 테마파크 파라다이스시티 원더박스!
53959,[강원 춘천] 강촌역레저 호야네+ATV+카트+서바이벌 야놀자X강원도 프로모션,
53965,[야놀자X강원도] 용평리조트 객실PKG★야놀자특가,
53968,[제주 서귀포] 퍼시픽 리솜 VLOG,
53969,[특가★] 이천_별빛정원우주,"세상에 없던 빛의 파라노마, 상공에서 즐기는 이색 티타임!"
53974,[서울 강남] 라마다서울호텔 스파플러스,"도심속에서 완벽한 힐링을 만끽하고 싶다면 라마다 서울 스파플러스가 답이다! 호텔 대규모 최신식 24시간 사우나와, 휴면탕, 수중 마사지 등 다양한 사우나 시설이 준비되어 있습니다. 프리미엄 부대시설까지 갖춰져 24시간 언제든 피로를 풀 수 있답니다."
53980,[대구 달성] 에코테마파크 대구숲 입장권,"자연 속에 위치한 체험형 힐링공간, 에코테마파크 대구숲! 도심 속 거대한 숲에서 산책과 휴식을 하며 힐링타임을 가져보세요. 자연의 소리와 아이들 웃음소리, 그리고 맑은 공기와 깨끗한 경관으로 일상 속에서 지친 현대인들을 위한 쉼터가 되어 드립니다. 아이들에게는 자연친화적인 놀이공간, 연인들에게는 낭만적인 데이트장소,  가족들에게는 평화로운 나들이 장소로! 소중한 사람과의 잊지 못할 추억을 에코테마파크 대구숲에서 만들어보세요!"
53981,[서울 삼성] 코엑스 아쿠아리움 ★특가,
54222,[경기 남양주] 웨이브서프 20대만을 위한 레저무제한 PKG,"색다른 감성으로 가득찬 곳에서 즐기고 꿈꾸며 새로운 레저문화를 느낄 수 있는 곳, 더 드림핑입니다. 레저 놀이터에 걸맞게 사계절 내내 즐길 수 있는 실내 서핑장과 야외 클라이밍, 숙박시설까지 완벽하게 겸비하였어요! 감성과 낭만이 가득한 레저 놀이터, 더 드림핑으로 어서 오세요!"
54223,[경기 여주] 세종수상레저 썸머패키지,
54224,[경기 용인] 플라이스테이션(~6/30),
54225,[전북 진안] 진안 꽃잔디동산(~05.10),
54226,[경북 경주] 백악기월드+또봇정크아트뮤지엄 볼거리 PKG,상상한 해도 즐거운 곳 경주 보문단지 내 위치한 경주 백악기 월드 980석 규모의 워킹 공룡쇼 및 마술쇼와 백악기 파크 관람 등 새롭고 다양한 공룡체험을 만나보세요!
54227,[강원 동해] 동해보양온천★,
54228,[단독특가★] 한화아쿠아플라넷63 종합권,
54229,[서울 용산] 드래곤힐스파 1+1 ★특가,
54232,[경기 포천] 평강랜드,"아름다운 자연속에서 일상의 여유를 느껴보세요~ 다양한 식물과 멋진 풍경으로 드라마 촬영지로도 인기랍니다 인생샷 남길수있는 배경이 펼쳐져있으니 가족, 연인, 친구와 함께 놀러오세요!!"
54233,[강원 평창] 대관령 주주파크 목동체험,
54234,[서울 용산] 남산타워 라이언치즈볼 어드벤처 치즈볼PKG,
54237,[경기 가평] 탑랜드수상레저,수상레저 총 집합! 수상레저 제대로 즐기자!
54238,[경기 가평] 2020 수상레저 V (빠지),2020년 더 강력해져서 돌아온 수상레저V! 다양한 놀이시설은 물론 대형 워터파크까지 만나볼 수 있어요 특히 타잔보트와 대형 워터슬라이드가 이곳의 포인트! 더불어 BBQ와 숙박까지 가능 하니 1박 2일 진~~하게 놀고 추억 만들어보세요.  수상레저V 놀이기구를 자세히 보려면 →https://www.youtube.com/watch?v=_gWdXBuUKy4&feature
54239,[경기 가평] BFS수상레저 ★ 인기HOT스팟~(빠지),더 강력하게 돌아온 북한강포시즌 수상레저! 넓은 워터파크는 물론 더 다양한 놀이시설로 돌아와 대기시간을 줄였어요. 뿐만 아니라 숙박과 편의시설이 있어 1박 2일 일정으로도 문제 없답니다.
54240,[강원 양양] 아이서프,"양양 설악해변에 제일 처음 생긴 서핑샵 1호점, 아이서프! 다른 해변에서 느낄 수 없는 여유로움과 함께 설렘 가득한 서핑라이프를 즐겨보세요!"
54241,[경기 가평] 미친수상레저 2020 시즌오픈,
54242,[인천 중구] 씨메르 성인 아쿠아스파권+푸드PKG ★야놀자단독,
54243,[경기 남양주] 웨이브서프_서핑데이 단 하루!,"색다른 감성으로 가득찬 곳에서 즐기고 꿈꾸며 새로운 레저문화를 느낄 수 있는 곳, 더 드림핑입니다. 레저 놀이터에 걸맞게 사계절 내내 즐길 수 있는 실내 서핑장과 야외 클라이밍, 숙박시설까지 완벽하게 겸비하였어요! 감성과 낭만이 가득한 레저 놀이터, 더 드림핑으로 어서 오세요!    [티켓 사용가능기간]  4/25(토) , 5/2(토),  5/3(일)"
54244,[강원 영월] 동강힐링캠프 래프팅,
54245,[강원 춘천] 강촌 ATV 북청 레저 야놀자X강원도 프로모션,
54246,[경북 경주] 경주 블루원 헬로마이디노 키즈카페,
54247,[경북 경주] 경주 블루원 헬로마이디노+키덜트뮤지엄,
54248,[강원 춘천] 중도물레길 카누 야놀자X강원도 프로모션,복잡한 일상에서 벗어나 카누 체험으로 힐링 시간을 가져보시는건 어떠세요? 청정 자연속에서 여유로운 시간을 가짐으로써 진정한 힐링을 느낄 수 있을거에요. 춘천 중도 물레길에서 낭만과 아름다운 풍경에 푹 빠져보세요~
54249,[강원 양양]몬스터 서퍼스_야놀자X강원도프로모션,
54250,[강원 속초] 한화 설악 워터피아(~06/10),영업시간 : 매주 목~월 10:00 ~18:30 (퇴장 19:00) (휴장일정 : 화~수)
54490,[인천 중구]  씨메르 성인 아쿠아스파 이용권 (5/2~5/31) ★5월주중특가,
54491,[서울 강남] 코엑스 2020 슬립테크,
54492,[경기 안성] 안성팜랜드(4/20~6/7),
54493,[선착순 쿠폰★] 테르메덴 풀앤스파 (~6/30),"❤️ [레저위크] 6/22 ~ 28 매일 오전 10시  ✔️선착순 1,500원 할인쿠폰이 오픈됩니다❤️ ( * 선착순쿠폰 적용은 결제페이지에서 확인 가능합니다.)"
54496,[경북 문경] 문경 짚라인,
54497,[경기 가평] 쓰리썸 수상레저 찐특가-3개사면 1개가 공짜,
54498,[추가할인★] 에버랜드 종일권(~5/31),
54503,[오늘이 마지막★] 서울랜드 종일권 특가,
54504,[서울 용산] 백악기 공룡의 전설,
54505,[서울 삼성] 코엑스 아쿠아리움 2020 5월,
54506,[인천 중구] [얼리버드] [6월] 원더박스 주중 자유이용권 (6/1~6/30),밤의 테마파크 파라다이스시티 원더박스!
54507,[인천 중구] 원더박스 주중 3인 자유+카니발3회 PKG (5/6~5/29),밤의 테마파크 파라다이스시티 원더박스!
54510,[경북 경주] 경주월드 자유이용권 : 5월,
54511,[부산] 아쿠아펠리스 워터파크&스파 한정특가,
54512,[대구 달성] 네이처파크 종일권 1+1 ★특가,
54513,[서울 용산] N서울타워 전망대 +라이언치즈볼어드벤처 남산패키지 5월,
54514,[강원 홍천] 예스래프팅,
54515,[경기 가평] 블루샤크 수상레저  특가,
54516,(야놀자특가) [서울 용산] 라이언치즈볼 어드벤처 라이언인형키링 패키지,
54517,[서울 용산]  N서울타워 전망대 N버거/다이닝 패키지 5월,
54532,[★추가할인] 롯데월드 어드벤처 종합이용권 5월,
54534,[서울 송파] 롯데월드 어드벤처 TGIF PKG 5월,
54536,[대구 중구] 스파크랜드 이용권!,
54537,[서울 송파] 롯데월드 어드벤처 패밀리권 5월,
54538,[부산 중구] 부산타워 용두산 전망대 :  5월,하늘과 바다가 만나는 부산타워!
54539,[서울 동작구] 보라매 피크닉,이번 여름 피크닉 보라매에서 즐겨보자~!!
54540,[강원 영월] 동강 어라연 래프팅 패키지,
54542,[서울 용산] N서울타워 전망대 이용권 5월,
54543,[강원 홍천] 비발디파크 오션월드 연휴권(커플권) 선착순특가!,
54544,[★앵콜특가] 홍천- 비발디파크 오션월드 커플권 (2인),
54768,[대구 수성] 아이니테마파크 5월특가,
54769,[대구 달서] 이월드 자유이용권 5월,365일 환상의 나라 이월드로~!
54770,[강원 강릉] 경포그네터,
54772,[강원 영월] 동강 래프팅 탑레포츠 레져+숙박PKG,역대급 패키지 등장! 하나로 끝내고 즐기자!
54773,[경기 가평] 레드스키 수상레저,
54776,[서울 마포] 홍대VR아케이드,
54777,[대구 달서] 이월드 연간회원권 5월,환상의 나라 이월드로 !
54778,[강원 속초] 롯데리조트 속초 워터파크,
54779,[★선착순 50매 특가] 씨메르 성인 아쿠아스파권+푸드PKG,
54780,[충북 단양] 더쎈패러글라이딩,
54781,[경기 이천] 에덴파라다이스객실+공룡수목원패키지,
54782,[경북 경주] 경주월드 5월 얼리버드 패밀리권 특가 ★(5/1~5/31),
54784,[경기 이천] 에덴파라다이스 객실+별빛정원 패키지,
54785,[누구나특가★] 씨메르 성인 아쿠아스파권+푸드PKG,
54786,[경기 가평]수상레저 칸 워터파크(빠지) 수영장&제트보트 까지(무료픽업),
54787,[부천] 웅진플레이도시 워터파크 5월,웅진 플레이도시에서 스트레스 팍팍 풀어보자!
54789,[경기 파주] 퍼스트가든 어린이날 PKG,23가지 테마가 잇는 대규모 테마파크 아름다운 정원에서 사랑하는 사람들과 추억을 만들어보세요.
54790,[제주] 핫플버스,
54791,[단독특가] 여주 썬밸리 워터파크 이용권 4-5월 ★,
54793,[선착순특가★] 코엑스 아쿠아리움,
54795,[누구나특가★] 코엑스 아쿠아리움,
54796,[선착순특가★] 홍천 알파카월드,
54797,[누구나특가★] 홍천 알파카월드,
54800,[경남 양산] 에덴밸리리조트 루지 이용권,"에덴밸리에 루지가 떴다!  세계 최장의 길이로 루지를 1000% 즐길 수 있는 절호의 찬스! 루지 외에도 레포츠 타운안에 승마, 자전거, 카트레이싱과 같은 다양한 액티비티를 즐길 수 있습니다!!"
54803,[경북 경주] 캠프VR 경주밀레니엄점,
54804,[경기 하남] 아쿠아필드 찜질스파 하남 (4/30~7/17),
54805,[서울 잠실] 롯데월드 아쿠아리움 입장권,
54806,[경기 용인] 에버랜드+플라이스테이션 패키지(~6.30),
54807,[제주 서귀포] 제주 빛의벙커 : 반고흐 5월,
54808,[경기 용인] 곤충파충류체험전,오락물과 장난감에 익숙한 아이들에게 자연 생태계를 보다 재미 있고  의미 있게 전달해주는 곤충파충류 체험전입니다.  직접 만지고 교감하면서 자라나는 아이들의 정서 발달에도 긍정적인 영향을  주고 있으며 다양한 체험을 선물로 줄 수 있습니다.
54809,[경기 고양] 아쿠아필드 고양점(4/30~7/17),
54810,[강원 평창] 휘닉스평창 블루캐니언 입장권,자연 속 대형 워터파크~!! 휘닉스평창 블루캐니언에서 추억을 만들어보세요~!!
54811,[★누구나특가]경주월드 자유이용권,
54812,[★선착순특가] 경주월드 자유이용권,
54814,[김포] 피싱파크 주말 체험패키지,"아이들과 특별한 체험을 원하신다면? 김포 피싱파크 진산각을 소개합니다. 국내 최초 물고기 관광농원으로 낚시체험, 보물찾기 등 아이들의 오감발달에 좋은 프로그램들이 가득합니다. 아이들에게 다양한 경험을 해볼 수 있는 기회를 놓치지 마세요~"
55057,[경기 고양] 쥬라리움  하남점,
55058,[경기 이천] 별빛정원우주 5월,"세상에 없던 빛의 파라노마, 상공에서 즐기는 이색 티타임!"
55059,[인천 서구] 쥬라리움 청라점,
55060,[전남 보성] 비봉공룡공원,아이들에게 공룡에 모든걸 보여드리고 싶다면? 보성 비봉 공룡공원이 답이다! 국내 최초 리얼공룡쇼부터 디노빌리지 체험 등등 아이들에게 공룡과 친구가 될 수 있는 기회를 선사하세요. 공룡친구들 만나러 함께 가실래요?
55061,[경기 파주] 쥬라리움 파주점,
55062,[대전 유성] 티놀자 애니멀파크,
55063,[★단독특가] 코엑스아쿠아리움 입장권,
55064,[경기 화성] 쥬라리움 동탄점,
55065,[선착순 특가★] N서울타워 전망대 이용권,
55066,[누구나특가★] N서울타워 전망대 이용권,
55068,[경기 수원] 캠프VR 수원성대점 (~6/30),
55069,[충남 아산] 아산스파비스 종일권,
55070,[대전 유성] 티놀자 애니멀파크 여름시즌 회원권,
55071,[울산 중구] 쥬라리움 울산점,
55075,[경기 고양] 쥬라리움 일산점,
55076,[강원 홍천] 오션월드 스프링시즌 상시 입장권,
55083,[광주 서구] 캠프VR 광주상무점,
55085,[경기 광명] 캠프VR 광명철산점,
55086,[★선착순 특가] 롯데월드 아쿠아리움 입장권,
55087,[★선착순특가]롯데월드 서울스카이,
55088,[경기 고양] 잭슨나인스 키즈카페 일산점 5월,
55089,[경남 창원] 잭슨나인스 키즈카페 창원점 5월,
55090,[★특가] 롯데월드 아쿠아리움 입장권,
55091,[부천] 웅진플레이도시 워터파크 (5/7~5/10)★,웅진 플레이도시에서 스트레스 팍팍 풀어보자!
55092,[★특가] 롯데월드 서울스카이 입장권,
55093,[전북 고창] 석정온천휴스파 Only 온천,"100% 게르마늄 온천수로 즐기는 석정온천휴스파  석정온천휴스파로 건강해지세요~  ""게르마늄 온천의 효능"" 산소공급 작용 반도체 작용 인터페론 생성 촉진 작용 엔도르핀 생성 촉진 작용 산성제 질의 알칼리화 및 체내 중금속 배출 작용  석정온천휴스파를 가야 하는 이유! -옛 명성 그대로 석정 게르마늄 온천 -넓고 다양한 스파구성 -쾌적하고 여유있는 편의시설  다양한 문화가 살아 숨 쉬는 고창에 위치하여 주변 관광지도 둘러볼 수 있습니다."
55094,[경기 용인] 에버랜드 2인권+레서판다 팝콘통 1개 증정(5/8~6/14)★,
55095,"[제주 조천] 팀케이 피크닉,킥보드",
55096,[경남 양산] 잭슨나인스 키즈카페 양산점,
55097,[대구 중구] 대구 해피빌런즈 3시간/종일 이용권,
55098,[대구 달성] 잭슨나인스 키즈카페 대구점,
55099,[서울 송파] 롯데월드 어드벤쳐 연간이용권 그린권,
55100,[충북 제천] 리솜 해브나인 5월,
55101,[충남 덕산] 리솜 스플라스 워터파크,
55104,[★최저가] 에버랜드 X 야놀자 스페셜데이 이용권(~6/14),❤️야놀자✖️에버랜드 스페셜데이 혜택 한번에 보기❤️  ✔️ 에버랜드 온라인 최저가 판매 진행중! ✔️ 오직 야놀자 고객님께 드리는 특별선물!         - 카피바라 인형 매주 500명 증정! (완판된 옵션입니다)         - 츄러스&음료 교환권 증정!          - 야놀자 국내숙소 1만원 할인쿠폰 증정!  ✔️ 주중/주말 입장 상관없이 선물증정!
55105,[경기 안산] 동춘서커스,
55106,[부산 남구] 잭슨나인스 키즈카페 부산점,
55107,[전국] 12개점 코코몽키즈랜드 키즈카페 5월,
55108,[경기 고양] 타카 플레이 : 슬라임 체험 일산백석점,
55109,[전북] 전북투어패스 강천산패키지,
55110,[대구 달서] 이월드 83타워 전망대&아이스링크 5월,대구의 랜드마크! 이월드 83타워에서 행복한 추억을 만들어보세요~!
