LSR_GOODS_CD,LSR_GOODS_NM
61386,[강원 평창] 알펜시아 리조트 스키시즌권 정상1차
61390,[경남 창원] 마산 로봇랜드
61391,[선착순 할인★] 롯데월드 어드벤쳐 연간이용권 그린권 특가
61393,[특가★] 휘닉스평창 스키시즌권 2차
61394,[선착순 할인★]롯데월드 아쿠아리움 연간회원권  특가
61398,[특가★][경기 시흥] 세계 최대규모 인공서핑파크 웨이브파크
61399,[단독특가★] 휘닉스평창 객실 초특가
61622,[경기 포천]베어스타운 시즌권 4차
61623,[특가★] 코엑스 아쿠아리움 2020 무제한권
61624,[선착순 할인★] 이월드 연간회원권 10월 특가
61626,[단독특가★] 전국 플레이타임 키즈카페
61627,[단독특가★] 전국 챔피언 키즈카페 44개점
61628,[특가★] SEA LIFE 부산아쿠아리움 특가
61629,[강원 춘천] 엘리시안강촌 스키몬스터 스키장비렌탈 강습 패키지
61630,[제주 안덕] 아르떼뮤지엄 여기가볼래
61631,[경북투어패스] 울진영덕투어패스 48시간권
61632,[경북 경주] 동궁원 입장권
61634,[쿠폰 할인★] 챔피언 키즈카페+코엑스아쿠아리움 PKG
61635,[특가60분★][경기 시흥] 세계 최대규모 인공서핑파크 웨이브파크
61636,[대구 동구] 토이빌리지 혁신점 ★QR테스트 (구매X)
61638,[경기 안성] 아쿠아필드 안성점 PKG (10/15~11/1)
61639,[경남 창원] 마산 로봇랜드
61642,[경기 화성] 쥬라리움 동탄점
61643,[경기 하남] 쥬라리움  하남점
61644,[경기 파주] 쥬라리움 파주점
61645,[대구 달서] 이월드 자유이용권 할로윈PKG (10/16~10/31)
61647,[할로윈특가★] 네이처파크 할로윈 특가
61648,[단독특가★] 알펜시아리조트 객실+워터파크 3인+스키점프대 관광 3인
61650,[부산 해운대] 센텀 스파랜드 (10/17~12/31)
61651,[서울 노원] 비숍 클라이밍
61852,[단독특가★] 과천 서울랜드 After 2
61853,[오늘만 앵콜특가★] [경기 시흥] 세계 최대규모 인공서핑파크 웨이브파크
61854,[할로윈특가★] 코엑스 아쿠아리움 특가
61855,[할로윈특가★] 건대 방탈출카페 더박스 건대점
61856,[할로윈특가★] 넥스트에디션 방탈출 3개지점 특가
61857,[할로윈특가★] SEA LIFE 부산아쿠아리움 특가
61858,[익선동] 꼬장맨 리얼샷
61859,[할로윈특가★] 이천 별빛정원우주 (~11/30)
61860,[경기 남양주] 더드림핑 웨이브서프 어린이전용
61862,[선착순특가★] 롯데월드 어드벤처 (~11/15)
61863,[할로윈특가★] 파라다이스 스파 도고 로우시즌 1+1 특가
61864,[야놀자 특가] [경남 김해] 롯데워터파크 2차 특가
61865,[서울 서초] 반포한강공원텐트 낭만소풍
61866,[대구 달서] 엘리몽 키즈파크+사우나 패키지
61867,[제주 제주시] 캐니언 파크
61868,[제주 조천] 제라진 오프로드
61869,[경기 용인]  에버랜드 소인권 (10/28~11/30)
61870,[서울 삼성] 코엑스 아쿠아리움 2020 11월
61871,[대구 달성] 에코테마파크 대구숲 에코어드벤처 10월
61872,[제주] 제주 오름 도슨트 체험 - 왕이메오름
61873,[특가60분★] 이월드 자유이용권 (~12/31)
61875,[제주] 제주 오름 도슨트 체험 - 금오름
61876,[제주 동부] 제주 오름 도슨트 체험 - 따라비오름
61877,제주 오름 도슨트 체험 - 다랑쉬오름
61878,[한강] 뚝섬한강공원텐트대여 영텐트
61879,[할로윈 특가★] 웨이브파크 할로윈 서프나이트 특가
61880,[경기 용인]  에버랜드 종일/오후권(11/1~21/1/3)
61881,[경북 경주] 캠프VR 경주밀레니엄점
61882,[할로윈특가★] 전남 여수예술랜드 테마파크
61883,[선착순특가★] 용평리조트 객실 룸온리
61903,[★선착순특가] 용평리조트 객실+케이블카 패키지
61904,[블랙위크★] 경주월드 자유이용권
61905,[할로윈특가★] 충남 덕산 스플라스
61906,[충남 예산] 덕산 스플라스 워터파크 비수기(10/24~12/18)
62084,[충남 태안] 아일랜드 리솜 오아식스 선셋스파
62085,[경기 이천] 별빛정원우주 11월
62086,[충북 제천] 해브나인스파 (~12/18)
62090,[선착순특가★] 롯데월드 어드벤처 매직싹쓸이권
62091,[특가★] 에버랜드 종일이용권(11/1~21/1/3)
62092,[제주 조천] 드론파크
62093,[전남 여수] 미남크루즈 11월
62094,[제주 제주시] 러브랜드 : 이색전시
62095,[제주 중문] 소인국 테마파크
62096,[제주 서귀포] 서귀포 잠수함
62097,[제주 조천] 서프라이즈 테마파크
62098,[제주 서귀포] 불빛정원 + 인생사진관
62100,"[주말특가★] 알파카와 함께 떠나는 가을여행, 알파카월드"
62101,[제주 조천] 에코랜드 테마파크
62102,[제주 서귀포] 월드제트보트
62103,[주말특가★] 반포 한강 세빛섬 골든블루마리나 요트
62104,[제주 서귀포] 중문카트
62105,[제주 서귀포] 윈드1947 카트
62106,[제주 서귀포] 휴애리 공원
62107,[주말특가★] 서울대공원 리프트 PKG
62110,[제주 안덕] 본태박물관
62111,[남이섬] 가평 가평탑랜드 번지점프
62112,[제주 서귀포] 세리월드 카트
62113,[제주 서귀포] 다이노 대발이파크
62114,[제주 구좌] 제주바다체험장
62115,[부산 해운대] 벡스코 상상체험 키즈월드
62116,"[쿠폰적용시 27,807원★] 에버랜드 종일권+츄러스증정(~11/30)"
62117,[서울 노원] 이창현 노원클라이밍센터
62118,[제주 안덕] 피규어뮤지엄 : 이색전시
62120,[충남 공주] 노라쥬 실내동물원 11월
62121,[경기 용인] 로만바스 평일 온천이용권(~12/31 중 평일)
62122,[제주 안덕] 항공우주박물관 : 이색박물관
62123,[경기 부천] 플레이 아쿠아리움 + 아쿠아캔들 PKG
62124,[제주 서귀포] 베니스랜드 테마파크
62125,[경기 과천] 서울대공원 리프트+동물원 패키지
62126,[전남 여수] 여수 테디베어 뮤지엄
62127,[강원 속초] 한화 설악워터피아 로우시즌(10/26~12/11)
62128,[제주 제주시] 힐링 카약 비체올린
62129,[대구 달서] 이월드 83타워 전망대/아이스링크 PKG 11월
62130,[특가+추가할인★] 키자니아 어린이 체험테마파크
62131,[제주 안덕] 세계자동차+피아노박물관 : 이색전시회
62132,[서울 송파] 롯데월드 아쿠아리움 입장권 11월
62133,[경기 남양주] 더드림핑 웨이브서프 서핑데이
62138,[제주 안덕] 점보빌리지
62139,[강원 홍천] 가리산 레포츠파크
62142,[제주 구좌] 메이즈랜드
62143,[제주 표선] 목장카페 드르쿰다 : 카트 & 승마체험
62144,[제주 서귀포] 세리월드 승마
62147,[대구 달서] 이월드 자유이용권 (~12/31)
62148,[통영] 더카트 인 통영 야놀자 패키지 ★
62149,[서울 잠실] 롯데월드 어드벤처 패밀리권 : 11월
62150,[할인특가★] 키자니아 서울/부산 어린이 체험테마파크 (11/1~11/30)
62151,[서울 잠실] 롯데월드 어드벤처 머리띠PKG : 11월
62152,[인기상품★] 롯데월드 어드벤처 종합이용권 : 11월
62154,[제주 서귀포] 제주 빛의벙커 : 반고흐 11월
62155,[경남 양산] 에덴밸리리조트 루지 양산 이용권 11월
62157,[경기 포천] 곤충테마여행
62158,[대구 달서] 이월드 연간회원권 11월
62160,[경북 경주] 경주월드 11월 이용권
62161,[★선착순특가★] 여수 예술랜드 리조트 바우처 특가
62163,[경기 용인] 에버랜드 종일권+할로윈마스크 무료증정(~10/31)
62164,[선착순특가★] 롯데월드 어드벤처 매직싹쓸이권 11월
62349,[제주 애월] 제주 양떼목장
62350,[서울 잠실] 롯데월드아쿠아리움+서울스카이 패키지
62351,[경기 안성] 아쿠아필드 안성점 (11/2~11/29)
62352,[경기 파주] 쥬라리움 파주점
62353,[제주 서귀포] 건강과 성 박물관
62354,[경기 화성] 쥬라리움 동탄점
62355,[경남 김해] 롯데워터파크 11월
62356,[제주] 캠핑 올레 차박 패키지
62357,[제주 애월]공룡랜드
62360,[제주 서귀포] 산방산 사랑의 유람선 : 유람선투어
62361,★[전남]여수 유월드 루지 테마파크 커플 추천상품
62362,★[전남] 여수 유월드 루지 테마파크 패밀리 추천상품
62363,[제주 서귀포] 중문승마공원
62364,[제주 한경] 차귀도 배낚시
62365,[대전 중구] 대전 오월드 자유이용권 11월
62366,[제주 상예] 제주 실탄 사격장
62367,[제주 서귀포] 조은승마장
62368,[전남 여수] 여수테디베어 + 아쿠아플라넷 여수 PKG
62371,[전남 여수] 여수 테디베어 + 여수 해상케이블카 PKG
62372,[단독특가★] 세계 최대규모 인공서핑파크 웨이브파크
62373,[부산]부산시티투어버스+뮤지엄원(부산역 앤 해운대 센텀)
62374,[제주 서귀포] 제주아리랑 낙타트래킹
62375,[인기상품★] 에버랜드 종일권+츄러스+재방문권 증정 (~20/12/31)
62377,[제주 서귀포] 토이파크 : 이색전시
62382,[강원 평창] 용평리조트 스키패스권 2차
62383,[선착순 특가★] 롯데월드 어드벤처 선착순 특가
62384,[강원 평창] 용평리조트 스키파워패스 2차
62385,[제주 애월] 웨딩카페 나비인
62386,[특가60분★] 롯데월드 어드벤처 자유이용권(~12/4)
62387,[제주 조천] 포레스트 사파리
62388,[제주 서귀포] 세리월드 미로공원
62389,[제주 서귀포] 아프리카 박물관
62390,[단독특가★] 롯데워터파크 특가
62391,[경기 용인] 에버랜드 종일권(대인+소인) (~21/1/3)
62392,[경기 양평] 인기관광 패키지 (양떼목장/풀향기허브나라)
62393,[강원 평창] 용평리조트/알펜시아리조트 초인접 알프스렌탈샵
62394,[제주 서귀포] 가파도 여객선 : 여객선투어
62395,[부산 해운대]  부산 요트 투어 (이용권)
62396,[부산 동구] 부산시티투어버스 24시간권
62397,[강원 태백] 오투리조트 리프트 & 장비렌탈권 (성수기)
62398,[경기 용인] 에버랜드 종일권+아마존익스프레스 Q-PASS 패키지(~11/30)
62399,[경기 용인] 에버랜드 종일권+로스트밸리 Q-PASS패키지(~11/30)
62400,[경기 용인] 에버랜드 종일권+사파리월드 Q-PASS패키지(~11/30)
62401,[강원 평창] 휘닉스파크 스노랜드 렌탈&강습
62402,[제주 조천] 국제리더스클럽
62403,[제주 안덕] 산방산탄산온천
62405,[서울 송파] 롯데월드 어드벤처 회전목마 인생사진 PKG
62406,[경남 창원] 마산 로봇랜드 파크 패밀리권(~11/30)
62407,[경남 창원] 마산 로봇랜드 파크 더블할인권(~11/30)
62408,[강원 평창] 용평 포인트스키 렌탈샵
62409,[빼빼로위크★] 방탈출카페 더박스 건대점 1+1특가
62410,"[빼빼로위크★] The Flower hello,심쿵전 1+1특가"
62411,[전남 여수] 테디베어 뮤지엄+여수지역PKG
62412,[블랙위크★] 이월드 자유이용권
62413,[강원 홍천] 비발디 네오스키 강습
62414,[제주 안덕] 헬로키티 아일랜드
62415,[제주 제주시] 캐니언 파크
62416,[빼빼로위크★] 파라다이스 스파 도고 로우시즌 1+1
62417,[경기 부천] 플레이아쿠아리움 + 플랜디키즈카페 PKG ★아이야놀자
62418,[제주 서귀포] 제주민속촌
62419,[제주 서귀포] 소인국테마파크 여기가볼래
62420,[빼빼로위크★] 알파카월드 1+1특가
62421,[빼빼로위크★] 미남 크루즈 1+1특가
62422,[단독특가★] 에버랜드 종일권+할로윈마스크 무료증정(~11/22)
62423,[경북] 청도 용암온천 이용권 + 빛축제 PKG
62424,[특가60분★] 여수 미남크루즈
62427,[빼빼로위크★] 코엑스 아쿠아리움 1+1특가
62429,[경기 안성] 안성팜랜드
62443,[경북 경주] CM 스포츠타운 롤러장 경주점(~11/30)
62446,[빼빼로위크★] 덕산 리솜 스플라스 1+1특가
62447,[울산 북구] 리틀히어로키즈카페 울산점(~12/31)
62448,[남이섬] 가평 가평탑랜드 번지점프 QR테스트
62449,[경기 일산] 히어로 키즈파크 일산점(~12/31)
62450,[충남 천안] 히어로 플레이파크 천안점(~12/31)
62451,[경기 화성] 히어로키즈파크 동탄점 (~12/31)
62452,[경북 경주] 경주 WOW ZOO (~12/31)
62646,[경기 파주] 사파리체험 테마파크
62647,[경남 양산] 히어로 스포츠파크 양산점 (~12/31)
62648,[전북] 전북투어패스 1일권 + 익산 카페 아레라 PKG
62649,[경북 경주] 히어로 플레이파크(~12/31)
62650,[전북] 전북투어패스 임실치즈체험권 pkg
62651,[전북] 전북투어패스 고창 책마을해리 pkg
62652,[대구 수성] 히어로 키즈파크 대구점 (~12/31)
62653,[전북] 전북투어패스 순창 총댕이 서바이벌 pkg
62654,[경남 양산] 리틀히어로ZOO 양산점 (~12/31)
62655,[경북 문경] 문경 레일바이크
62656,[부산 명지] 히어로 플레이파크 명지점 (~12/31)
62657,[전북 전주] 전북투어패스 한옥마을권 종합 PKG
62658,[전북 전주] 전북투어패스 한옥마을권+솜씨당 반지만들기 pkg
62659,[경북 경주] 경주 스파럭스 11월
62660,[강원 평창] 알펜시아 리조트 스키시즌권 정상2차
62661,[빼빼로위크★] 과천 서울랜드 After 2
62662,[전북 전주] 전북투어패스 한옥마을권 + 공연관람권 PKG
62663,[선착순 할인★] 롯데월드 어드벤쳐 연간이용권 그린권 특가
62664,[특가★] 코엑스 아쿠아리움 20/21 윈터시즌 무제한권
62665,[서울 송파] 롯데월드 아쿠아리움 연간회원권 ★11월 특가 2차
62666,[인천 서구] 리프패럿 앵무새 키즈카페 인천청라점
62667,[강원 태백] 오투리조트 리프트 & 장비렌탈권 (비수기)
62669,[경기 안양] 리프패럿 앵무새 키즈카페 안양점
62670,[충남 천안] 천안 레이저 태그 스포츠(~11/30)
62671,[2020어워즈★] 웰리힐리파크 객실+스키 리프트+장비렌탈 얼리버드 특가
62672,[2020어워즈★] 웰리힐리파크 객실+스키 리프트 얼리버드 특가
62673,[강원 평창] 휘닉스평창 블루캐니언 워터파크
62674,★야놀자단독★ 에버랜드 종일권+아기판다 스폐셜굿즈 3/4인패키지(~12/20)
62675,[특가60분★] 웨이브파크 특가
62676,[부산 해운대] 부산 엑스 더 스카이(엘시티전망대)
62677,[강원 원주] 오크밸리 20/21 스키시즌권 3차
62678,[특가★] 휘닉스평창 스키시즌권 3차
62679,[강원 원주] 20/21 오크밸리+O2리조트 통합시즌권
62680,[전남 여수] 판타지아드림 서커스
62681,[대구] 네이처파크 미라클패키지
62682,[대구] 이월드 자유이용권 별빛축제PKG
62683,[경기 포천] 베어스타운 시즌권 5차
62684,[강원 태백] 오투시즌권 2차 &오투+오크 통합시즌권 출시
62687,[블랙위크★] 경기 시흥 웨이브파크 특가
62688,[2020어워즈★] 웰리힐리파크 스키 리프트권 얼리버드 특가
62689,"[블랙위크★] 알파카와 함께 떠나는 가을여행, 알파카월드"
62690,[얼리버드특가★] [부산 해운대] SEA LIFE 부산아쿠아리움 12월 입장권
62691,[제주 서귀포] 마린파크 : 돌고래 체험
62693,[블랙위크★] 전국 챔피언 키즈카페 42개점
62694,[블랙위크★] 전국 플레이타임 키즈카페
