LSR_GOODS_CD,LSR_GOODS_NM,SLE_STATE_DC
86547,[경북] 울진영덕 투어패스 48시간권,SALE
86548,[강원 삼척] 삼척 오션플레이 골드시즌 종일권,STOP
86549,[경북] 군위투어패스 48시간권,SALE
86550,[경기 용인] 캐리비안베이 얼리버드 골드 1/2 종일권,STOP
86551,[강원 홍천] 비발디파크 오션월드 골드시즌 종일권,STOP
86552,[경북] 예천투어패스 48시간권,SALE
86553,[경북] 청도투어패스 48시간권,STOP
86554,[경기 용인] ★특가★ 에버랜드 종일이용권(방문날짜 지정) (7/1~7/31),STOP
86555,[부산] 롯데월드 어드벤처 부산 입장권 (7월),STOP
86556,[부산] 롯데월드 어드벤처 로리캐슬PKG (7월),STOP
86557,[서울 송파] 롯데월드타워 스카이브릿지 투어 7월,STOP
86558,[서울 송파] 롯데월드타워 스카이브릿지 투어 7월,STOP
86559,[서울 송파] 롯데월드타워 스카이브릿지 투어 7월,STOP
86560,[서울 송파] 롯데월드 어드벤처 매직패스 프리미엄 PKG 7월,STOP
86622,[전남 화순] 금호리조트 아쿠아나 이용권 골드시즌,STOP
86625,[야놀자라이브★] 코타키나발루 왕복항공권(3박5일/4박6일),STOP
86626,[야놀자라이브★] 코타키나발루 패키지(3박5일/4박6일),STOP
86627,[경북] 보문투어패스 48시간권,STOP
86628,[슈퍼 얼리버드] 라이언홀리데이 체험관 입장권,STOP
86629,[야놀자라이브★] 코타키나발루 에어텔(3박5일/4박6일),STOP
86630,[경북] 고령투어패스 48시간권,SALE
86631,[합천빠지] 합천 풀헤븐워터월드+레스트 숙박패키지,STOP
86632,[서울 잠실] 롯데월드 아쿠아리움 입장권 7월 1차 특가(~08/07),STOP
86633,[경북 경주] 김유신장군묘,SALE
86634,[하남] 아쿠아필드 찜질스파 하남점 (~7/22),STOP
86635,[경주] 오릉,SALE
86636,[경북] 청도투어패스 48시간권+군파크 루지,STOP
86637,[서울 잠실] 서울스카이 입장권 7월 1차특가(~08/07),STOP
86638,[합천빠지] 합천 풀헤븐워터월드+모던리컴 숙박패키지,STOP
86639,[고양] 아쿠아필드 루프탑풀 고양점(~07/22),STOP
86640,[합천빠지] 합천 풀헤븐워터월드+일리풀빌라 숙박패키지,STOP
86641,[경북] 청도투어패스 48시간권+청도 레일바이크,STOP
86642,[경북 문경] 산악바이크,STOP
86643,[경북] 안동 도산서원,SALE
86647,[경주] 대릉원,SALE
86653,[경북] 안동 이육사문학관,SALE
86654,[전국] 펀토리하우스 3개점 (~9/30),STOP
86655,[경주] 양동마을,SALE
86656,[★놀거리 특가] 부산 요트투어 아이러브유요트,STOP
86657,[전남 여수] 예술랜드+아쿠아플라넷,SALE
86658,[경주] 황룡사역사문화관,SALE
86659,[경주] 추리게임 물오름달 열닷새,SALE
86660,[포항] 추리게임 별의 기억1,SALE
86661,[울진] 성류굴,SALE
86662,[전북 고창] 석정온천휴스파 온천 이용권(7/1~7/22),STOP
86663,[강원 인제] 강산레포츠 내린천래프팅/atv(사륜오토바이)/서바이벌 패키지,STOP
86664,[전북 고창] 석정온천휴스파 온천+스파 이용권(7/1~7/22),STOP
86665,[라이브특가] ★야놀자해 놀이위크★ 제주 스누피가든 특가,STOP
86666,[라이브특가] ★야놀자해 놀이위크★ 제주전용 렌터카: 이벤트 할인권,STOP
86667,[전남 여수] 아쿠아플라넷 여수+여수지역 패키지,STOP
86668,[대구] 이월드 자유이용권+ 뉴욕뉴욕 바이켄싱턴 레스토랑 PKG,STOP
86672,[서울 송파] 롯데월드 어드벤처 종합이용권 특가 (~08/07),STOP
86673,[서울 송파] 롯데월드 어드벤처 종합이용권 특가 (~08/07),STOP
86674,[경기 양주] 장흥 오림피아 수영장 준성수기,SOLDOUT
86675,[강원 홍천] 오션월드 골드시즌 얼리버드 종일권,STOP
86678,[부산 해운대] 부산 엑스더스카이,STOP
86679,[서울] 아쿠아플라넷63 입장권 특가,STOP
86680,[제주] 제주난타,SALE
86681,[광교] 아쿠아플라넷 입장권 특가,STOP
86682,[제주] 제주난타,SALE
86685,[거제] 아라베이 스킨스쿠버 체험 다이빙,SOLDOUT
86686,[서울 잠실] 롯데월드 아쿠아리움 연간 마린프렌즈권 7월 특가(~07/24),STOP
86687,[서울 잠실] 롯데월드 아쿠아리움 연간 마린프렌즈권 7월 특가(~07/24),STOP
86688,"[제주] 세리월드 카트, 승마 단거리, 승마 장거리,  미로공원",SALE
86689,"[제주] 세리월드 카트, 승마 단거리, 승마 장거리,  미로공원",SALE
86690,[대부도] 365캠핑시티 야외수영장,STOP
86691,[경기 오산] 오마이주 키즈파크,SALE
86692,[충남] 부여 롯데 아쿠아가든 (~7/15),STOP
86693,[충남] 부여 롯데 아쿠아가든 (~8/21),STOP
86694,[제주] 아트서커스,STOP
86695,[얼리버드] 라이언홀리데이 체험관 입장권,STOP
86696,[제주] 아트서커스,STOP
86703,[칠곡] 가산수피아 여름맞이 입장권 특가,STOP
86704,[경기 포천] 허브아일랜드 입장권(~08/31),STOP
86706,[경기 용인] 캐리비안베이 골드시즌 종일이용권(날짜지정),STOP
86707,[전남] 완도 타워스카이,SALE
86708,[경북] 안동 하회마을,SALE
86711,[경북] 울릉 천부해중전망대,SOLDOUT
86712,[전남 여수] 미남크루즈 선상불꽃투어,SALE
86713,[전남 여수] 미남크루즈 노을야경투어,SALE
86714,[경북] 울릉 독도전망케이블카,SALE
86715,[부산/경남] 뮤지엄원+크레이지휠,SOLDOUT
86716,[부산/경남] 부산송도해상케이블카+통영나폴리농원,SOLDOUT
86717,[서울 삼성] 코엑스 아쿠아리움 무제한권 7월 (연간),STOP
86718,[경기 안산] 대부도 동춘서커스 (~22/12/31),STOP
86719,[강릉] 애니멀스토리,STOP
86720,[경기 용인] ★야놀자 하루 특가★에버랜드 종일권(~8/31),STOP
86721,[경남 거제] 케이블카 오후권 (~8/31),SOLDOUT
86722,[경기 광명] 광명동굴(~7/22),STOP
86725,[서울/부산] 키자니아 서울/부산 이용권 7월 특가,STOP
86727,[특가★][대구] 이월드 자유이용권,STOP
86728,[경북 경주] 캘리포니아비치,STOP
86729,[강원 양양] 오색탄산온천 (~08/31),STOP
86730,[서울/부산] 키자니아 서울/부산 이용권 7월 특가,STOP
86731,[경북] 경주월드,STOP
86732,[서울 서대문] 숲속한방랜드(~8/31),STOP
86734,[야놀자라이브★] 사이판 PIC리조트 GOLD카드 (4일/5일),STOP
86736,[경기 파주] 파주 사파리 체험 테마파크 (~8/31),STOP
86741,[야놀자라이브★] 다낭 3박 5일 항공권 or 숙박권 or 패키지,STOP
86742,[경기/자라섬] 어썸플레이 엔에프티 페스티벌,STOP
86743,[서울/용산] 에바 알머슨 특별전 : Andando,STOP
86744,[경북] 문경레일바이크(~8/31),STOP
86745,[경기/자라섬] 어썸플레이 엔에프티 페스티벌 1일권,STOP
86746,[경기/자라섬] 어썸플레이 엔에프티 페스티벌 패키지권,STOP
86747,[충남 아산] 아산 파라다이스 도고 스파 (~7/29),STOP
86748,[경북] 경주 버드파크 (~7/31),STOP
86749,[경기] 오산 버드파크(~7/31),STOP
86750,[경북] 경주 포석정,SALE
86751,[경북] 경주 무열왕릉,SALE
86754,[라이브특가] ★야놀자해 놀이위크★ 오션월드 골드시즌 특가,STOP
86755,[라이브특가] ★야놀자해 놀이위크★ 오션월드 하이시즌 얼리버드 특가/ 8/22부터 이용가능,STOP
86758,요기요 상품권,SALE
86760,[경북] 울릉 예림원,SALE
86761,[부천] 웅진플레이도시 워터파크,STOP
86762,[경북] 울릉 봉래폭포,SALE
86763,[괴산] 수옥정 물놀이장+놀이기구 자유이용권,STOP
86764,[경북] 울릉도 시내버스 무제한 탑승권,SALE
86765,[가평] 빠지 진짜 워터플레이 수상레저 특가,STOP
86766,[가평] 빠지 괜찮아요 레저캠프 수상레저 특가,STOP
86767,[인천 중구] 파라다이스시티 씨메르 아쿠아스파권(7/23~8/15),STOP
86768,[울산] 발리온천 워터파크 물놀이(온천수 100프로 사용),STOP
86771,[인천 중구] 파라다이스시티 씨메르 찜질스파권(7/23~8/15),STOP
86772,[★][경기 용인] 캐리비안베이 종일이용권(~7/22),SOLDOUT
86773,[부산] 2022 부산국제모터쇼,STOP
86774,[제주 서귀포] 성산포유람선&우도선상낚시,STOP
86775,[경기] 안성팜랜드 주말/공휴일권 (~8/28),STOP
86852,[여수] 빅오쇼,SOLDOUT
86853,[경북 경주] 캘리포니아비치,STOP
86854,[경북] 경주월드,STOP
86855,[부산투어패스] 부산 시티투어버스x요트홀릭,SALE
86856,[서울 송파] 롯데월드 어드벤처 연간그린권,STOP
86857,[서울 송파] 롯데월드 어드벤처 연간그린권,STOP
86858,[서울] 아쿠아플라넷63 특가	( ~7/31),STOP
86859,[경북] 울릉 관음도,SALE
86860,[인천] 강화 옥토끼우주센터,STOP
86861,[충북 증평] 벨포레 펫포레 플레이그라운드,STOP
86862,[일산] 아쿠아플라넷 입장권 특가 (~7/31),STOP
86863,[충남 보령] 개화 팝켓워터파크(취사가능),STOP
86864,[광교] 아쿠아플라넷 입장권 특가 (~7/31),STOP
86865,[제천] 포레스트 리솜,SALE
86866,[합천수상레저] 풀헤븐워터월드 수상스키or웨이크보드,STOP
86867,[충남] 아일랜드 리솜 스파 성수기,SALE
86868,[경남 거제] 아라베이 요트투어,STOP
86869,[덕산] 스플라스 리솜 워터파크,SALE
86870,[부산] 롯데월드 어드벤처 부산 연간이용 그린권,STOP
86871,[야놀자라이브★] 푸켓 패키지 3박5일 / 4박6일,STOP
86872,[고양] 아쿠아필드 루프탑풀 고양점(07/23~08/15),STOP
86873,[강원] 웰리힐리 워터플래닛 하이/골드 시즌 특가,STOP
86874,[대구] 킬링 댄스 페스티벌,SOLDOUT
86875,[서울] 킬링 댄스 페스티벌,SOLDOUT
86876,[오픈기념] 라이언홀리데이 체험관 입장권,STOP
86877,[하남] 아쿠아필드 워터파크 하남점 (07/23~08/15),STOP
86878,[서울 용산] 이태원 해밀턴 풀페스티벌 풀파티,STOP
86879,[충북 증평] 벨포레 디노시네마,STOP
86880,[경기] 아쿠아필드 안성 워터파크 (07/23~08/15),STOP
86881,[충북 증평] 벨포레 미니골프,STOP
86882,[강원 홍천] 오션월드 골드시즌 얼리버드 종일권,STOP
86883,[충북 증평] 벨포레 목장,STOP
86884,[서울 송파] 롯데월드 어드벤처 좀비프리즌 PKG,STOP
86885,[대전] 대전 엑스포 아쿠아리움 씨워커/ 프리다이빙/ 스킨스쿠버,SALE
86886,[충북 증평] 벨포레 마리나클럽,STOP
86887,[하남] 아쿠아필드 찜질스파 하남점(07/23~08/15),STOP
86888,[경기] 아쿠아필드 안성점 찜질스파(07/23~08/15),STOP
86889,[충북] 벨포레 사계절 썰매장,STOP
86890,[서울 잠실] 서울스카이 입장권 7월 2차 특가(~08/21),STOP
86891,[충북 증평] 벨포레 익스트림 루지,STOP
86892,[서울 잠실] 서울스카이 입장권 7월 2차 특가(~08/21),STOP
86893,[제주] 국제리더스클럽,SALE
86894,[제주] 더블케이 다이빙 사관학교,SALE
86895,[강원 영월] 그린피스 래프팅,STOP
86896,[제주] 서귀포 신나는 배낚시 천일호,SALE
86897,[서울 잠실] 롯데월드 아쿠아리움 입장권 7월 2차 특가(~08/21),STOP
86898,[제주] 서귀포 위미 배낚시 남진호,SALE
86899,[전북 전주] 전주한옥마을 한복대여 한복남,SALE
86900,[서울 잠실] 롯데월드 아쿠아리움 입장권 7월 2차 특가(~08/21),STOP
86901,[제주] 쉬멍해장국,SALE
86902,[제주] 영주말가든,SALE
86903,[전북 남원] 광한루 한복대여 한복남,STOP
86904,[제주] 제주체험마을 한림바다체험장,SOLDOUT
86905,[제주] 호텔 시리우스 스파&테라피,SOLDOUT
86906,[제주] 휘닉스 모들 카트,STOP
86907,[종로] 경복궁 한복대여 한복남,SALE
86908,[종로] 창덕궁 한복대여 한복남,SALE
86909,[전주] 전주한옥마을 한복길 한복대여,SALE
86910,[청도수영장] 무아 마운틴파크+야외 물놀이장,STOP
86911,[전남 여수] 유월드+아쿠아플라넷 여수+테디베어뮤지엄,SOLDOUT
86912,[경주] 소노벨 경주 오션플레이 골드시즌 종일권,STOP
86913,[김해] 롯데워터파크 골드시즌 종일권,STOP
86920,[야놀자라이브★] 보홀 헤난 에어텔 3박4일 / 4박5일,STOP
86921,[부산] 킬링 댄스 페스티벌,SOLDOUT
86924,[광교] 아쿠아플라넷 입장권 특가,STOP
86925,[충남 천안] ★단독특가★천안 오션어드벤처 종일권+구명조끼/커플권+구명조끼,STOP
86926,[일산] 아쿠아플라넷 입장권 특가,STOP
86927,[광교] 아쿠아플라넷 입장권 특가,STOP
86928,[서울] 2022년 도봉구 야외 물놀이장,STOP
86933,[서울] 아쿠아플라넷63 입장권 특가,STOP
86934,[서울] 아쿠아플라넷63 입장권 특가,STOP
86935,[충남 천안] 오션어드벤처 골드시즌 종일권,STOP
87433,[용인] 로만바스 워터파크 패키지(7/23~8/15),STOP
87435,[평창] 알펜시아 오션700 워터파크(7/16~8/14),STOP
87443,[야놀자라이브★] 다낭 왕복항공권 or 에어텔(3박5일/3박4일),STOP
87446,[전남] 담양리조트 온천사우나+야외수영장,STOP
87447,[강원 속초] 설악워터피아,STOP
87448,[강원 속초] 설악워터피아 골드시즌 나이트스파,STOP
87449,[서울 홍대] 피아노의 숲 by 또모,STOP
87450,[제주 서귀포] 다이노스 어라이브 제주파크 - Dinos Alive Jeju 2차 얼리버드 티켓,STOP
87451,[부산] 부산엑스더스카이+[경남] 남해양마르뜨언덕,SOLDOUT
87452,[부산] 런닝맨+[경남] B급상점,SOLDOUT
87453,[용인] ★특가★ 에버랜드 종일/오후권 특가(~8/31),STOP
87454,[제주 서귀포] 다이노스 어라이브 제주파크 - Dinos Alive Jeju,STOP
87456,[서울 송파] 롯데월드 어드벤처 종합이용권 7월 2차 특가,STOP
87457,[대구][단독 특가] 킬링 댄스 페스티벌,SOLDOUT
87458,[서울][단독 특가] 킬링 댄스 페스티벌,SOLDOUT
87459,[라이브특가] 수요아트살롱 어쨌든 사랑,STOP
87463,"[서울 왕십리][디뮤지엄]어쨌든, 사랑Romantic Days",STOP
87467,[대전] 티놀자 애니멀파크,SALE
87470,[경기] 화성투어패스,SALE
87494,[경기 용인] 캐리비안베이 골드시즌 종일권+자켓대여(~8/15),STOP
87495,[전남 화순] 금호리조트 아쿠아나 이용권 실버시즌,STOP
87496,[대구] 워터파크 스파밸리 골드시즌 이용권,STOP
87497,[울산] 자수정동굴나라 이용권,SALE
87498,[충주] 탄금호 워터월드 물놀이장,STOP
87499,[충북] 한국잠사플레이팜 물놀이장 입장권,STOP
87500,[양양] 양양에서 서핑 배우기 드리프터 서핑 입문자 강습 렌탈,SALE
87501,[야놀자라이브★] 세부 막탄섬+시티/자유여행 3박5일,STOP
87502,★놀이위크★ [경기 시흥] 웨이브파크 미오코스타존 파크 특가,STOP
87503,[경북] 청도여행 군파크 루지+레일바이크 이용권,STOP
87504,"[전남 여수] 여수 유월드+예술랜드, 짚트랙",STOP
87505,★놀이위크★ [경기 시흥] 아시아최초 서핑테마파크 웨이브파크(~8/28),STOP
87506,[대구] ★야놀자 이월드 연간회원권 특가★,STOP
87507,[전남] 영암 토담골랜드 (토담골야외수영장) 취사가능/평상무료,STOP
87508,[경기] 광명동굴 (7/23~8/31),STOP
87510,[인천 강화] 옥토끼우주센터 (인천강화옥토끼우주센터/사계절썰매장 야외수영장 가볼만한곳),STOP
87511,[고양] 아쿠아필드 찜질스파 고양점(07/23~08/15),STOP
87512,[경북 경주] 뽀로로아쿠아빌리지 성수기,STOP
87513,[제주] 레포츠랜드,SALE
87514,[경북 경주] 뽀로로아쿠아빌리지 극성수기,STOP
87515,[대전] 아쿠아리움 이용권,SALE
87516,[야놀자라이브★] 싱가포르 유니버셜 가든랩소디 (3박5일),STOP
87517,[경북] 안동로열 투어패스 48시간권+국립백두대간수목원,STOP
87518,[라이브 특가] 빠지 수상레저 통합이용권 특가★,STOP
87519,[대구] 아이니테마파크 하프권(~12/31),STOP
87520,[경북] 영주투어패스 48시간권+국립백두대간수목원,STOP
87521,[강원 평창] 용평리조트 워터파크 피크시즌 종일권 (07/16~08/21),STOP
87522,[가평] 빠지 진짜 워터플레이 수상레저 특가,STOP
87523,[가평] 빠지 진짜 워터플레이 수상레저 특가,STOP
87524,[강원 인제] 엑스게임리조트 번지점프&슬링샷,SALE
87525,[제주] 아트서커스+무민랜드,SALE
87526,[제주] 아트서커스+세계자동차&피아노박물관,SALE
87527,[제주] 아트서커스+중문카트,SALE
87528,[제주] 아트서커스+카멜리아힐,SALE
87529,[신세계 이마트] 신세계이마트 5만원 상품권 교환권,SOLDOUT
87532,[제주] 레포츠랜드,STOP
87533,[전북 고창] 석정온천휴스파 온천 이용권(7/23~8/15),STOP
87534,[전북 고창] 석정휴스파 온천+스파(7/23~8/15),STOP
87535,[경기 부천] 웅진플레이도시(7/23~8/21),STOP
87536,[가평] 빠지 괜찮아요 레저캠프 수상레저 특가,STOP
87537,[가평] 빠지 괜찮아요 레저캠프 수상레저 특가,STOP
87538,[제주] 방림원,STOP
87539,[정선] 하이원 라마다 워터월드 용품점-의류/장비/입장권,SALE
87540,[부산] 부산 아쿠아리움 입장권,STOP
87542,[서울 동대문] 호텔스카이파크 킹스타운 숏캉스 스카이 키즈풀 패키지,STOP
87545,[가평] 쁘띠프랑스&이탈리아 마을+ 맘키즈 PKG,STOP
87548,[광교] 아쿠아플라넷 입장권 특가,STOP
87549,[광교] 아쿠아플라넷 입장권 특가,STOP
87550,[광교] 아쿠아플라넷 입장권 특가,STOP
87551,[광교] 아쿠아플라넷 입장권 특가,STOP
87552,[일산] 아쿠아플라넷 입장권 특가,STOP
87553,[일산] 아쿠아플라넷 입장권 특가,STOP
87554,[일산] 아쿠아플라넷 입장권 특가,STOP
87555,[일산] 아쿠아플라넷 입장권 특가,STOP
87556,[경기 용인] 캐리비안베이 야간권(7/23~8/15),STOP
87557,[춘천] 레고랜드 1일 이용권(~9/30),STOP
87558,[경기 용인] 민속촌 한복대여 한복남,SOLDOUT
87559,[경기 수원] 홈런 워터파크,STOP
87560,[용인] ★특가★ 에버랜드 종일권+캐리비안베이 야간이용혜택(오후 5시~) (7/23~8/15),SOLDOUT
87561,[경기 화성] 동탄 디스커버리 네이처스케이프,STOP
87562,[경기 화성] 동탄 디스커버리 네이처스케이프 (썸머패키지),STOP
87563,[경기 안성] 안성팜랜드 주중권(~8/28),STOP
87565,"[서울 중구] [얼리버드] 장 줄리앙 : 그러면, 거기",STOP
87566,[경기 시흥] 웨이브파크 스쿠버다이빙 특가,STOP
87567,[강릉] 강릉 주문진 관광크루즈 불꽃놀이 이용권,SALE
87568,[부산 해운대] 부산요트투어 요트야,SALE
87569,[포천] 루지월드 성수기 입장권,SOLDOUT
87570,[충남] 2022 보령 해양머드박람회,STOP
87670,[부산] 롯데월드 어드벤처 부산 워터PKG,STOP
87671,[강원] 웰리힐리 워터플래닛 하이/골드 시즌 상시,STOP
87672,[경기 이천] 미란다 스파플러스,STOP
87673,[강원 춘천] 골든몽키 수상레저,STOP
87674,[서울] 제21회 서울카페쇼 2022 얼리버드 티켓,STOP
87675,[서울/부산] 키자니아 서울/부산 이용권 8월,STOP
87676,[서울] 아쿠아플라넷63 입장권 특가,STOP
87677,[서울] 아쿠아플라넷63 입장권 특가,STOP
87678,[서울] 아쿠아플라넷63 입장권 특가,STOP
87679,[강원 양양] 멍비치,STOP
87680,[서울 인사동] 박물관은 살아있다 / 다이나믹메이즈 실내 테마파크,STOP
87681,[제주] 우도잠수함,SALE
87682,[제주] 우도잠수함+우도왕복여객선,SALE
87683,[강원 속초] 더다이브(The Dive) 스쿠버 다이빙,SALE
87684,[경기 용인] 에버랜드 종일이용권(방문날짜 지정)(8/1~8/31),STOP
87685,[대구] 워터파크 스파밸리 골드시즌 커플권,STOP
87686,[여수] 지오클럽 오션 테마파크,STOP
87687,[야놀자라이브★] 일본 오사카 패키지 2박 3일 / 3박 4일,STOP
87688,[대구 달서] 이월드 83타워 전망대&아이스링크 8월,STOP
87689,[인천] 파라다이스시티 원더박스 이용권(8/1~8/31),STOP
87690,[제주] 생각하는정원+커피PKG,SALE
87691,[경기 용인] 에버랜드 오후이용권 (방문날짜지정)(8/1~8/31),STOP
87692,[일산] 아쿠아플라넷 입장권 8월,STOP
87693,"[태안] 2023 당신의밤, 태안빛축제",SALE
87694,[경기] 일산 원마운트 워터파크,STOP
87695,[경기 용인] ★특가★ 에버랜드 종일/오후권(~8/31),STOP
87696,[서울] 비비안 마이어 사진전,STOP
87697,[고창] 상하농원 파머스빌리지 워터파크 극성수기 종일권(~8/21),STOP
87698,[부산] 라이언 홀리데이 체험관 입장권,STOP
87699,[고창] 상하농원 파머스빌리지 워터파크 성수기 종일권(8/22~9/4),STOP
87700,[라이브 특가] 이천 테르메덴 풀앤스파 특가,STOP
87701,[경주] 동궁원+키덜트뮤지엄 패키지,SALE
87702,[경주] 동궁원+정글의법칙 패키지,SALE
87703,[경주] 동궁원+엑스포대공원 패키지,SALE
87704,[경주] 동궁원+세계자동차박물관 패키지,SALE
87705,[경주] 동궁원+렛미체인지 패키지,SALE
87706,[경기 용인] 에버랜드 2/3인 종일권(방문날짜지정) (8/1~8/31),STOP
87707,[서울 영등포] 63 아쿠아플라넷+에릭요한슨 사진전,STOP
87708,[충남 아산] 아산 파라다이스 도고 스파 (7/30~8/15),STOP
87709,"[여수] 빅오쇼+예술랜드, 스카이플라이",SOLDOUT
87710,[강원 동해] 강원 동해 보양온천 (~9/30),SOLDOUT
87711,[기흥] 하이브 패밀리 테마파크 (~8/31),STOP
87712,[경북] 지금 우리 안동은 / 안동 공포체험,STOP
87713,"[여수] 빅오쇼+케이블카, 아쿠아플라넷",SOLDOUT
87714,[서울] 코엑스아쿠아리움 입장권(8/1~),STOP
87715,[경기 포천] 곤충테마여행 실내동물원 (~8/31),STOP
87716,"[경주] 야경명소, 경주엑스포대공원 루미나 호러나이트",STOP
87717,[서울 송파] 롯데월드타워 스카이브릿지 투어 8월,STOP
87718,[제주] 아쿠아플라넷 제주 아쿠아권&종합권 8월,STOP
87719,[제주] 아쿠아플라넷 제주 아쿠아권&종합권 8월,STOP
87720,[전남] 담양리조트 온천사우나 이용권,SALE
87721,[서울 잠실] 서울스카이 입장권 8월,STOP
87722,[부산] 송도해상케이블카 왕복탑승권 8월(매표소방문),STOP
87723,[제주] 아쿠아플라넷 제주 미구엘슈발리에권 8월,STOP
87724,[제주] 아쿠아플라넷 제주 미구엘슈발리에권 8월,STOP
87725,[광교] 아쿠아플라넷 입장권 8월,STOP
87726,[서울 송파] 롯데월드 아쿠아리움 + 서울스카이 PKG 8월,STOP
87727,[서울 잠실] 롯데월드 별밤 아쿠아리움 입장권 8월,STOP
87728,[송파] 롯데월드 아쿠아리움 + 째깍섬 놀이터 PKG 8월,STOP
87729,[대구] 이월드 연간회원권 (개인권) 8월,STOP
87730,[대구] 이월드 8월 자유이용권,STOP
87731,[서울 잠실] 롯데월드 아쿠아리움 입장권 8월,STOP
87732,"[대구] 이월드 가족권 (3,4인권) 8월",STOP
87733,★단독특가★ 오션월드 골드시즌 특가 (구명조끼혜택),STOP
87734,★단독특가★오션월드 하이시즌 얼리버드 특가(구명조끼혜택) (8/22~10/03),STOP
87735,★단독특가★오션월드 골드/하이시즌 특가 (구명조끼혜택),STOP
87736,[서울 송파] 롯데월드 어드벤처 연간그린권 8월 1차,STOP
87737,[서울 송파] 롯데월드 어드벤처 연간그린권 8월 1차,STOP
87738,[서울 송파] 롯데월드 어드벤처 회전목마 인생사진 PKG 8월,STOP
87739,[야놀자라이브★] 사이판 코럴오션리조트 (3박4일/4박5일),STOP
87740,[서울 송파] 롯데월드 어드벤처 인생네컷 PKG 8월,STOP
87741,[대구] 이월드 연간회원권 (가족권) 8월,STOP
87742,[서울 송파] 롯데월드 어드벤처 인생네컷 PKG 8월,SOLDOUT
87743,[서울 잠실] 롯데월드 아쿠아리움 연간 마린프렌즈권 X 플레이큐리오,STOP
87744,[서울 잠실] 롯데월드 아쿠아리움 포토 패키지 8월,STOP
87745,[제주패스] 제주전용 렌터카 : 이벤트 할인권,STOP
87746,[이천] 테르메덴 풀앤스파 특가,STOP
87747,[용산] N서울타워 연간멤버쉽 (유효기간~2023/8/31),STOP
87748,[서울 잠실] 롯데월드 아쿠아리움 연간 마린프렌즈권 X 플레이큐리오,STOP
87749,[경기 용인] ★특가★ 캐리비안베이 종일이용권 골드시즌 특가,STOP
87750,[남산] N서울타워 더 플레이스 다이닝 패키지,STOP
87751,[부산] 롯데월드어드벤처 부산 8월 폴라로이드 PKG,SOLDOUT
87752,[부산] 롯데월드어드벤처 부산 8월,STOP
87753,[용산] N서울타워 연간멤버쉽 (유효기간~2023/8/31),STOP
87754,[남산] N서울타워 더 플레이스 다이닝 패키지,STOP
87755,[서울 송파] 롯데월드 어드벤처 종합이용권 8월,STOP
87756,[남산] N서울타워 제일제면소,STOP
87757,[남산] N서울타워 제일제면소,STOP
87758,[남산] N서울타워 전망대 이용권,STOP
87759,[남산] N서울타워 전망대 이용권,STOP
87760,[남산] N서울타워 한쿡 레스토랑,STOP
87761,[남산] N서울타워 한쿡 레스토랑,STOP
87854,[안산] 별빛마을포토랜드 입장권+거울미로,SALE
87855,[대구] 핀스파크 지천점(워터파크+수상레저) 이용권,STOP
87856,[제주] 중문 자바론서프,STOP
87857,[경기 수원] 플라잉수원,SALE
87858,[특가] 양지 파인리조트 펫파크 애견 놀이터,STOP
87859,[강원 양양] 양양 오션플레이 골드시즌,STOP
87860,[서울 잠실] 롯데월드 아쿠아리움 입장권 8월 ★123라운지 와인 시음회 응모 이벤트★,STOP
87861,[강원 정선] 하이원리조트 워터월드 성수기 (8/1 ~ 8/15),STOP
87862,[대구] 자두의 여름운동회,STOP
87863,"[서울 왕십리] [디뮤지엄] 어쨌든, 사랑Romantic Days",STOP
87864,[제주 조천] 치르메스 치킨 (함덕점),STOP
87865,[제주] 메종글래드 제주 더라운지 카페,SOLDOUT
87866,[경북] 안동로열투어패스 48시간권+지금우리안동은,STOP
87867,[경주] 경주 버드파크,SALE
87868,[서울 잠실] 서울스카이 입장권 8월 1차 특가(~09/04),STOP
87869,2022 마리끌레르 아트 페어 원 서머 나이트,STOP
87870,[서울 잠실] 서울스카이 입장권 8월 1차 특가(~09/04),STOP
87871,[오산] 오산 버드파크,SALE
87872,[인천투어패스 단독상품] 해든뮤지움,STOP
87873,[이천] 파밀리에 승마장 승마체험,SALE
87874,[제주 서귀포] 빛의 벙커 8월,STOP
87875,[서울 삼성] 코엑스아쿠아리움 8월 무제한권 입장권,STOP
87876,[경북] 경주 동궁원,SALE
87877,[제주 한림] 협재랜드,STOP
87878,"[서울] 호안 미로 - 여인, 새, 별",STOP
87879,[전남] 담양 테마파크 이용권,STOP
87880,[제주 서귀포] 제주 다이노스 어라이브 - Jeju Dinos Alive,STOP
87881,롯데월드 아쿠아리움 입장권 8월 1차 특가(~09/04),STOP
87882,롯데월드 아쿠아리움 입장권 8월 1차 특가(~09/04),STOP
87883,[전북] 변산 오션플레이 여름을 즐겨라,STOP
87884,[경기 시흥] 아시아최초 서핑테마파크 웨이브파크(~9/4),STOP
87885,[강원 양양] 넘버원서프,SALE
87886,[강릉] 런닝맨 실내 테마파크,SALE
87887,[여수] 이가격에 럭셔리한 비밀 지오클럽 요트패키지,STOP
87888,[포천] 루지월드 야간 2회 이용권 특가,STOP
87889,[충북 증평] 벨포레 익스트림 루지 (~9/30),STOP
87890,[부산 서면] 런닝맨 실내 테마파크,SALE
87891,[서울 중구] 팀 버튼 특별전,STOP
87892,[포천] 루지월드 야간 2회 이용권 특가,STOP
